# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-37_ChIP_set-7_K27me3_AM_Rep_2
#
# total peaks = 922
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 150
# genome size = 41233532
# Total tags = 434833.5
# Total tags in peaks = 11013.5
# Approximate IP efficiency = 2.53%
# tags per bp = 0.010284
# expected tags per peak = 1.543
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 8.0
# number of putative peaks = 6323
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-47_ChIP_set-7_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 17
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-37_ChIP_set-7_K27me3_AM_Rep_2 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-37_ChIP_set-7_K27me3_AM_Rep_2_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-47_ChIP_set-7_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002239.1-86	CM002239.1	135209	135406	+	299.0	197.000	10.000000	13.0	2.1	6.09	4.27e-07	1.08
CM002239.1-152	CM002239.1	2050060	2050286	+	299.0	226.000	9.500000	13.0	1.4	9.27	3.56e-09	1.01
CM002239.1-498	CM002239.1	2351935	2352151	+	299.0	216.000	8.000000	13.0	1.2	10.43	8.88e-10	1.17
CM002239.1-98	CM002239.1	2366080	2366273	+	299.0	193.000	10.000000	13.0	2.2	5.96	5.42e-07	1.06
CM002239.1-19	CM002239.1	4055910	4056103	+	299.0	193.000	12.000000	13.0	2.3	5.75	7.97e-07	0.97
CM002239.1-12	CM002239.1	5962220	5962411	+	299.0	191.000	12.500000	13.0	1.7	7.73	2.94e-08	0.97
CM002240.1-23	CM002240.1	503785	503935	+	299.0	150.000	13.500000	13.0	2.2	5.83	6.84e-07	0.96
CM002240.1-51	CM002240.1	582694	582884	+	299.0	190.000	11.000000	13.0	1.3	10.05	1.37e-09	0.97
CM002240.1-116	CM002240.1	927484	927714	+	299.0	230.000	10.000000	13.0	1.8	7.19	6.63e-08	0.92
CM002241.1-31	CM002241.1	269663	269862	+	299.0	199.000	12.000000	13.0	2.8	4.61	8.52e-06	0.97
CM002241.1-171	CM002241.1	373149	373299	+	299.0	150.000	9.000000	13.0	3.2	4.05	3.21e-05	1.19
CM002241.1-89	CM002241.1	1069759	1069954	+	299.0	195.000	10.000000	13.0	2.1	6.09	4.27e-07	1.14
CM002241.1-456	CM002241.1	3786059	3786262	+	299.0	203.000	8.000000	13.0	2.9	4.56	9.55e-06	1.01
KI440765.1-195	KI440765.1	152369	152556	+	299.0	187.000	11.000000	13.0	1.7	7.80	2.64e-08	1.01
KI440765.1-229	KI440765.1	185645	185856	+	299.0	211.000	9.500000	13.0	1.5	8.78	6.68e-09	0.97
KI440767.1-11	KI440767.1	112541	112737	+	299.0	196.000	10.500000	13.0	1.6	8.34	1.21e-08	0.97
CM002236.1-44	CM002236.1	690565	690715	+	287.5	150.000	12.500000	12.5	3.1	4.09	8.41e-05	0.93
CM002236.1-56	CM002236.1	872417	872567	+	287.5	150.000	12.000000	12.5	3.0	4.14	7.65e-05	0.96
CM002236.1-72	CM002236.1	911761	911952	+	287.5	191.000	11.500000	12.5	2.5	5.08	1.08e-05	0.93
CM002236.1-86	CM002236.1	4318967	4319158	+	287.5	191.000	11.500000	12.5	2.4	5.28	7.41e-06	1.01
CM002236.1-244	CM002236.1	6403283	6403479	+	287.5	196.000	10.000000	12.5	1.9	6.42	1.04e-06	1.01
CM002237.1-71	CM002237.1	2903062	2903262	+	287.5	200.000	11.500000	12.5	1.9	6.69	6.84e-07	0.97
CM002237.1-62	CM002237.1	3694364	3694553	+	287.5	189.000	12.000000	12.5	1.9	6.42	1.04e-06	0.97
CM002237.1-482	CM002237.1	4111131	4111379	+	287.5	248.000	8.500000	12.5	2.1	6.03	1.96e-06	0.92
CM002238.1-39	CM002238.1	307254	307442	+	287.5	188.000	12.500000	12.5	2.2	5.69	3.52e-06	0.97
CM002238.1-142	CM002238.1	354535	354736	+	287.5	201.000	9.500000	12.5	1.6	7.94	1.13e-07	0.91
CM002238.1-27	CM002238.1	379830	379980	+	287.5	150.000	13.500000	12.5	1.9	6.74	6.28e-07	0.93
CM002238.1-381	CM002238.1	696449	696641	+	287.5	192.000	8.000000	12.5	1.1	11.14	2.95e-09	1.21
CM002238.1-111	CM002238.1	845498	845648	+	287.5	150.000	10.000000	12.5	1.2	10.56	5.34e-09	1.16
CM002238.1-122	CM002238.1	2207324	2207514	+	287.5	190.000	10.000000	12.5	2.4	5.14	9.57e-06	1.02
CM002239.1-161	CM002239.1	2664224	2664471	+	287.5	247.000	9.500000	12.5	2.1	5.94	2.27e-06	1.03
CM002239.1-243	CM002239.1	3076649	3076884	+	287.5	235.000	9.000000	12.5	1.7	7.16	3.35e-07	1.04
CM002239.1-113	CM002239.1	4237397	4237596	+	287.5	199.000	10.000000	12.5	1.7	7.36	2.53e-07	1.05
CM002239.1-416	CM002239.1	5222379	5222590	+	287.5	211.000	8.500000	12.5	2.0	6.12	1.68e-06	0.91
CM002239.1-83	CM002239.1	5994568	5994755	+	287.5	187.000	10.500000	12.5	2.5	5.08	1.08e-05	1.06
CM002240.1-130	CM002240.1	3927278	3927468	+	287.5	190.000	10.000000	12.5	2.6	4.89	1.56e-05	1.06
CM002241.1-126	CM002241.1	1178288	1178438	+	287.5	150.000	9.500000	12.5	2.9	4.29	5.43e-05	1.01
CM002241.1-42	CM002241.1	2848965	2849165	+	287.5	200.000	11.500000	12.5	2.6	4.78	1.96e-05	1.02
CM002241.1-24	CM002241.1	4182210	4182399	+	287.5	189.000	13.000000	12.5	2.9	4.24	6.00e-05	1.01
CM002242.1-232	CM002242.1	1342162	1342358	+	287.5	196.000	9.000000	12.5	2.3	5.53	4.65e-06	1.02
CM002242.1-72	CM002242.1	2080175	2080363	+	287.5	188.000	11.000000	12.5	2.4	5.21	8.43e-06	0.92
CM002242.1-135	CM002242.1	2217298	2217489	+	287.5	191.000	10.000000	12.5	2.2	5.65	3.78e-06	0.92
CM002242.1-509	CM002242.1	4246220	4246413	+	287.5	193.000	8.000000	12.5	1.8	7.10	3.68e-07	1.12
KI440765.1-305	KI440765.1	167368	167635	+	287.5	267.000	8.000000	12.5	1.9	6.42	1.04e-06	1.04
KI440765.1-204	KI440765.1	178262	178451	+	287.5	189.000	10.500000	12.5	1.4	8.72	4.21e-08	1.01
KI440766.1-15	KI440766.1	74043	74266	+	287.5	223.000	10.000000	12.5	2.0	6.37	1.13e-06	1.10
KI440771.1-5	KI440771.1	4380	4530	+	287.5	150.000	10.000000	12.5	1.0	11.97	1.34e-09	1.16
CM002236.1-32	CM002236.1	691743	691893	+	276.0	150.000	13.000000	12.0	2.6	4.56	2.08e-05	0.96
CM002236.1-82	CM002236.1	3803898	3804088	+	276.0	190.000	11.500000	12.0	2.9	4.14	5.17e-05	1.01
CM002236.1-64	CM002236.1	4098282	4098432	+	276.0	150.000	12.000000	12.0	2.9	4.19	4.67e-05	0.96
CM002236.1-51	CM002236.1	4325366	4325516	+	276.0	150.000	12.500000	12.0	2.0	5.88	1.68e-06	0.96
CM002236.1-125	CM002236.1	4531876	4532063	+	276.0	187.000	11.000000	12.0	2.1	5.79	1.96e-06	1.01
CM002236.1-43	CM002236.1	5933066	5933268	+	276.0	202.000	13.000000	12.0	2.3	5.17	6.09e-06	1.01
CM002237.1-154	CM002237.1	1129318	1129511	+	276.0	193.000	10.000000	12.0	2.1	5.83	1.81e-06	0.97
CM002237.1-299	CM002237.1	2920025	2920260	+	276.0	235.000	9.000000	12.0	2.0	6.02	1.33e-06	0.92
CM002237.1-310	CM002237.1	3374758	3374956	+	276.0	198.000	9.000000	12.0	1.9	6.16	1.04e-06	1.03
CM002238.1-445	CM002238.1	2295262	2295504	+	276.0	242.000	8.000000	12.0	1.9	6.26	8.82e-07	0.98
CM002238.1-38	CM002238.1	2830562	2830751	+	276.0	189.000	13.000000	12.0	2.2	5.50	3.28e-06	0.92
CM002238.1-244	CM002238.1	4277301	4277492	+	276.0	191.000	9.000000	12.0	1.9	6.31	8.11e-07	1.10
CM002239.1-41	CM002239.1	125621	125812	+	276.0	191.000	11.000000	12.0	2.6	4.70	1.56e-05	0.92
CM002239.1-89	CM002239.1	1079613	1079818	+	276.0	205.000	10.000000	12.0	2.5	4.87	1.08e-05	0.97
CM002239.1-214	CM002239.1	1140086	1140236	+	276.0	150.000	9.000000	12.0	1.6	7.48	1.39e-07	1.29
CM002239.1-13	CM002239.1	2024697	2024847	+	276.0	150.000	12.000000	12.0	2.3	5.13	6.51e-06	0.96
CM002239.1-75	CM002239.1	4481830	4482018	+	276.0	188.000	10.500000	12.0	2.7	4.48	2.46e-05	1.01
CM002240.1-152	CM002240.1	507465	507652	+	276.0	187.000	9.500000	12.0	1.9	6.26	8.82e-07	1.14
CM002240.1-118	CM002240.1	1118203	1118392	+	276.0	189.000	10.000000	12.0	1.5	8.19	5.29e-08	1.02
CM002240.1-124	CM002240.1	2280053	2280243	+	276.0	190.000	10.000000	12.0	1.6	7.48	1.39e-07	0.97
CM002240.1-86	CM002240.1	2621627	2621777	+	276.0	150.000	10.500000	12.0	1.9	6.37	7.45e-07	1.10
CM002240.1-35	CM002240.1	5906250	5906400	+	276.0	150.000	12.500000	12.0	2.1	5.75	2.11e-06	0.96
CM002240.1-143	CM002240.1	6070746	6070935	+	276.0	189.000	10.000000	12.0	1.8	6.58	5.27e-07	0.92
CM002241.1-387	CM002241.1	1861805	1861955	+	276.0	150.000	8.000000	12.0	1.2	9.87	7.08e-09	1.45
CM002241.1-55	CM002241.1	1936594	1936744	+	276.0	150.000	11.000000	12.0	2.1	5.62	2.64e-06	1.05
CM002241.1-57	CM002241.1	2784636	2784827	+	276.0	191.000	11.000000	12.0	2.3	5.24	5.33e-06	0.97
CM002242.1-46	CM002242.1	343445	343633	+	276.0	188.000	11.500000	12.0	1.9	6.31	8.11e-07	0.93
CM002242.1-34	CM002242.1	2067521	2067671	+	276.0	150.000	12.000000	12.0	2.4	4.94	9.57e-06	1.01
CM002242.1-457	CM002242.1	2293019	2293169	+	276.0	150.000	8.000000	12.0	2.3	5.24	5.33e-06	1.45
CM002242.1-101	CM002242.1	3438956	3439106	+	276.0	150.000	10.500000	12.0	2.7	4.50	2.33e-05	1.10
KI440765.1-266	KI440765.1	113826	114044	+	276.0	218.000	8.500000	12.0	1.7	7.00	2.78e-07	0.91
KI440765.1-295	KI440765.1	132389	132585	+	276.0	196.000	8.000000	12.0	1.8	6.76	4.03e-07	0.92
KI440767.1-17	KI440767.1	85222	85413	+	276.0	191.000	10.000000	12.0	1.9	6.21	9.58e-07	0.97
KI440770.1-1	KI440770.1	6582	6772	+	276.0	190.000	11.000000	12.0	1.6	7.70	1.02e-07	0.92
KI440770.1-3	KI440770.1	8793	8983	+	276.0	190.000	11.000000	12.0	1.6	7.41	1.54e-07	0.97
KI440774.1-1	KI440774.1	6479	6673	+	276.0	194.000	10.500000	12.0	1.9	6.42	6.84e-07	0.97
CM002236.1-145	CM002236.1	688662	688812	+	264.5	150.000	10.500000	11.5	2.4	4.70	5.09e-05	0.93
CM002236.1-206	CM002236.1	1040671	1040865	+	264.5	194.000	10.000000	11.5	1.6	7.31	8.74e-07	1.03
CM002236.1-85	CM002236.1	4180356	4180506	+	264.5	150.000	11.500000	11.5	2.1	5.43	1.41e-05	0.93
CM002236.1-124	CM002236.1	4348162	4348349	+	264.5	187.000	11.000000	11.5	2.2	5.16	2.22e-05	1.02
CM002236.1-66	CM002236.1	5944185	5944335	+	264.5	150.000	12.000000	11.5	2.5	4.64	5.69e-05	0.93
CM002236.1-471	CM002236.1	6301870	6302020	+	264.5	150.000	9.000000	11.5	2.4	4.86	3.82e-05	1.25
CM002236.1-959	CM002236.1	6420015	6420214	+	264.5	199.000	8.000000	11.5	2.0	5.63	1.00e-05	0.92
CM002236.1-192	CM002236.1	9698079	9698280	+	264.5	201.000	10.500000	11.5	2.5	4.58	6.35e-05	0.92
CM002237.1-112	CM002237.1	574119	574323	+	264.5	204.000	10.500000	11.5	1.2	9.59	6.21e-08	0.92
CM002237.1-118	CM002237.1	2000836	2000986	+	264.5	150.000	10.500000	11.5	1.8	6.47	2.76e-06	1.01
CM002237.1-122	CM002237.1	2149437	2149630	+	264.5	193.000	10.500000	11.5	2.2	5.20	2.08e-05	0.97
CM002237.1-164	CM002237.1	3305661	3305811	+	264.5	150.000	10.000000	11.5	2.6	4.47	7.86e-05	1.12
CM002237.1-55	CM002237.1	3499842	3499992	+	264.5	150.000	12.000000	11.5	2.3	4.95	3.20e-05	1.01
CM002237.1-603	CM002237.1	3648835	3649025	+	264.5	190.000	8.000000	11.5	2.0	5.63	1.00e-05	1.03
CM002238.1-143	CM002238.1	358704	358854	+	264.5	150.000	9.500000	11.5	1.7	6.59	2.33e-06	1.12
CM002238.1-53	CM002238.1	1707697	1707847	+	264.5	150.000	11.500000	11.5	1.4	8.29	2.58e-07	0.93
CM002238.1-92	CM002238.1	2195597	2195747	+	264.5	150.000	10.500000	11.5	1.5	7.61	5.93e-07	1.06
CM002238.1-48	CM002238.1	2211195	2211345	+	264.5	150.000	12.000000	11.5	1.5	7.85	4.38e-07	1.01
CM002238.1-94	CM002238.1	2214692	2214842	+	264.5	150.000	10.500000	11.5	2.6	4.47	7.86e-05	1.01
CM002238.1-60	CM002238.1	2438312	2438462	+	264.5	150.000	11.500000	11.5	2.0	5.68	9.33e-06	1.01
CM002238.1-98	CM002238.1	2966371	2966521	+	264.5	150.000	10.500000	11.5	2.4	4.89	3.61e-05	1.06
CM002238.1-177	CM002238.1	4528736	4528923	+	264.5	187.000	9.500000	11.5	1.9	6.00	5.60e-06	1.08
CM002238.1-77	CM002238.1	5274519	5274657	+	264.5	138.000	11.000000	11.5	1.8	6.36	3.24e-06	0.97
CM002239.1-148	CM002239.1	1919063	1919254	+	264.5	191.000	9.500000	11.5	2.0	5.68	9.33e-06	1.02
CM002239.1-271	CM002239.1	5018498	5018648	+	264.5	150.000	9.000000	11.5	2.5	4.67	5.38e-05	0.93
CM002239.1-36	CM002239.1	5019474	5019624	+	264.5	150.000	11.500000	11.5	2.0	5.63	1.00e-05	0.93
CM002240.1-28	CM002240.1	588374	588524	+	264.5	150.000	12.500000	11.5	2.5	4.56	6.70e-05	0.93
CM002240.1-114	CM002240.1	786525	786747	+	264.5	222.000	10.000000	11.5	2.2	5.27	1.83e-05	0.98
CM002240.1-173	CM002240.1	1766124	1766274	+	264.5	150.000	9.500000	11.5	2.0	5.86	7.00e-06	1.12
CM002240.1-38	CM002240.1	3434902	3435052	+	264.5	150.000	12.000000	11.5	2.2	5.27	1.83e-05	0.93
CM002240.1-242	CM002240.1	3440517	3440667	+	264.5	150.000	9.000000	11.5	2.3	5.09	2.51e-05	1.25
CM002240.1-91	CM002240.1	5115155	5115305	+	264.5	150.000	10.500000	11.5	1.5	7.46	7.22e-07	1.06
CM002241.1-78	CM002241.1	1804428	1804578	+	264.5	150.000	10.500000	11.5	2.1	5.47	1.32e-05	1.01
CM002241.1-275	CM002241.1	2731615	2731765	+	264.5	150.000	8.500000	11.5	1.9	5.95	6.04e-06	1.42
CM002241.1-213	CM002241.1	2924500	2924650	+	264.5	150.000	9.000000	11.5	1.7	6.83	1.66e-06	1.25
CM002241.1-62	CM002241.1	3636011	3636161	+	264.5	150.000	11.000000	11.5	1.9	6.15	4.45e-06	1.01
CM002242.1-118	CM002242.1	337262	337412	+	264.5	150.000	10.000000	11.5	1.9	6.00	5.60e-06	1.12
CM002242.1-337	CM002242.1	2436644	2436834	+	264.5	190.000	8.500000	11.5	2.1	5.39	1.51e-05	1.12
CM002242.1-139	CM002242.1	2525332	2525530	+	264.5	198.000	10.000000	11.5	1.9	6.15	4.45e-06	0.97
CM002242.1-144	CM002242.1	4205057	4205207	+	264.5	150.000	10.000000	11.5	1.9	6.05	5.19e-06	1.12
KI440765.1-198	KI440765.1	20140	20290	+	264.5	150.000	10.500000	11.5	1.4	8.20	2.87e-07	1.01
KI440765.1-206	KI440765.1	27744	27938	+	264.5	194.000	10.000000	11.5	1.7	6.83	1.66e-06	1.21
KI440765.1-256	KI440765.1	63522	63738	+	264.5	216.000	8.500000	11.5	1.2	9.23	9.06e-08	0.91
KI440765.1-199	KI440765.1	105600	105750	+	264.5	150.000	10.500000	11.5	1.8	6.53	2.54e-06	1.01
KI440766.1-20	KI440766.1	15081	15276	+	264.5	195.000	9.500000	11.5	1.5	7.61	5.93e-07	0.97
KI440766.1-11	KI440766.1	86730	86924	+	264.5	194.000	10.500000	11.5	2.1	5.43	1.41e-05	1.03
KI440770.1-2	KI440770.1	7763	7913	+	264.5	150.000	11.000000	11.5	2.5	4.67	5.38e-05	1.01
CM002236.1-204	CM002236.1	877701	877890	+	253.0	189.000	10.000000	11.0	2.2	5.01	1.95e-05	0.92
CM002236.1-110	CM002236.1	3553366	3553555	+	253.0	189.000	11.000000	11.0	2.6	4.31	7.46e-05	0.97
CM002236.1-111	CM002236.1	3631337	3631487	+	253.0	150.000	11.000000	11.0	2.1	5.19	1.41e-05	0.97
CM002236.1-116	CM002236.1	3735332	3735482	+	253.0	150.000	11.000000	11.0	2.4	4.64	3.82e-05	1.01
CM002236.1-217	CM002236.1	3902030	3902180	+	253.0	150.000	10.000000	11.0	2.2	5.12	1.61e-05	1.06
CM002236.1-298	CM002236.1	4034625	4034775	+	253.0	150.000	9.500000	11.0	1.2	9.29	5.45e-08	1.18
CM002236.1-165	CM002236.1	4038313	4038463	+	253.0	150.000	10.500000	11.0	1.6	6.72	1.27e-06	1.01
CM002236.1-606	CM002236.1	4075314	4075464	+	253.0	150.000	8.500000	11.0	1.5	7.28	5.93e-07	1.33
CM002236.1-617	CM002236.1	4195290	4195440	+	253.0	150.000	8.500000	11.0	2.3	4.84	2.67e-05	1.33
CM002236.1-121	CM002236.1	4214141	4214291	+	253.0	150.000	11.000000	11.0	2.2	4.97	2.08e-05	0.97
CM002236.1-172	CM002236.1	4330655	4330805	+	253.0	150.000	10.500000	11.0	2.0	5.47	8.69e-06	1.01
CM002236.1-178	CM002236.1	5924447	5924642	+	253.0	195.000	10.500000	11.0	1.7	6.42	1.97e-06	0.97
CM002236.1-490	CM002236.1	7002461	7002611	+	253.0	150.000	9.000000	11.0	1.4	7.59	3.95e-07	1.18
CM002236.1-495	CM002236.1	8261656	8261853	+	253.0	197.000	9.000000	11.0	1.3	8.61	1.16e-07	0.98
CM002236.1-188	CM002236.1	8286295	8286445	+	253.0	150.000	10.500000	11.0	1.5	7.51	4.38e-07	1.01
CM002237.1-67	CM002237.1	881814	881964	+	253.0	150.000	11.500000	11.0	2.6	4.23	8.73e-05	0.97
CM002237.1-52	CM002237.1	1076497	1076647	+	253.0	150.000	12.000000	11.0	1.8	5.98	3.81e-06	0.97
CM002237.1-206	CM002237.1	1213882	1214070	+	253.0	188.000	9.500000	11.0	1.9	5.79	5.19e-06	0.97
CM002237.1-115	CM002237.1	1321981	1322171	+	253.0	190.000	10.500000	11.0	2.6	4.25	8.28e-05	1.02
CM002237.1-119	CM002237.1	2124314	2124464	+	253.0	150.000	10.500000	11.0	1.4	8.12	2.06e-07	1.06
CM002237.1-89	CM002237.1	3303162	3303312	+	253.0	150.000	11.000000	11.0	2.5	4.44	5.69e-05	1.06
CM002237.1-93	CM002237.1	3635782	3635932	+	253.0	150.000	11.000000	11.0	2.0	5.39	1.00e-05	0.97
CM002237.1-95	CM002237.1	3664135	3664285	+	253.0	150.000	11.000000	11.0	1.7	6.42	1.97e-06	0.97
CM002237.1-106	CM002237.1	3914294	3914444	+	253.0	150.000	11.000000	11.0	2.2	5.12	1.61e-05	0.97
CM002238.1-63	CM002238.1	317320	317470	+	253.0	150.000	11.000000	11.0	1.8	6.25	2.54e-06	1.01
CM002238.1-51	CM002238.1	482892	483042	+	253.0	150.000	11.500000	11.0	2.2	4.90	2.36e-05	0.97
CM002238.1-81	CM002238.1	871434	871622	+	253.0	188.000	10.500000	11.0	1.5	7.13	7.22e-07	0.97
CM002238.1-68	CM002238.1	1724388	1724538	+	253.0	150.000	11.000000	11.0	1.9	5.79	5.19e-06	1.06
CM002238.1-332	CM002238.1	4090132	4090324	+	253.0	192.000	8.500000	11.0	1.7	6.36	2.14e-06	0.98
CM002238.1-247	CM002238.1	4839566	4839716	+	253.0	150.000	9.000000	11.0	1.0	11.03	8.96e-09	1.18
CM002238.1-105	CM002238.1	5084877	5085076	+	253.0	199.000	10.500000	11.0	2.1	5.31	1.15e-05	1.10
CM002239.1-42	CM002239.1	1273199	1273349	+	253.0	150.000	11.000000	11.0	1.7	6.36	2.14e-06	0.97
CM002239.1-23	CM002239.1	1452665	1452815	+	253.0	150.000	11.500000	11.0	2.6	4.25	8.28e-05	0.97
CM002239.1-24	CM002239.1	1888502	1888652	+	253.0	150.000	11.500000	11.0	2.4	4.58	4.29e-05	0.97
CM002239.1-235	CM002239.1	2622254	2622442	+	253.0	188.000	9.000000	11.0	2.4	4.68	3.61e-05	1.14
CM002239.1-67	CM002239.1	2711779	2711929	+	253.0	150.000	10.500000	11.0	2.2	5.01	1.95e-05	1.06
CM002239.1-242	CM002239.1	3065430	3065619	+	253.0	189.000	9.000000	11.0	1.7	6.60	1.52e-06	0.92
CM002239.1-49	CM002239.1	4234228	4234378	+	253.0	150.000	11.000000	11.0	2.6	4.28	7.86e-05	0.97
CM002239.1-114	CM002239.1	4250392	4250542	+	253.0	150.000	10.000000	11.0	1.9	5.83	4.81e-06	1.06
CM002239.1-411	CM002239.1	5037710	5037860	+	253.0	150.000	8.500000	11.0	1.9	5.65	6.50e-06	1.25
CM002239.1-54	CM002239.1	5236045	5236195	+	253.0	150.000	11.000000	11.0	1.9	5.69	6.04e-06	1.12
CM002239.1-57	CM002239.1	5962916	5963066	+	253.0	150.000	11.000000	11.0	1.7	6.54	1.66e-06	0.97
CM002240.1-76	CM002240.1	607689	607839	+	253.0	150.000	10.500000	11.0	2.5	4.39	6.35e-05	1.01
CM002240.1-60	CM002240.1	2607668	2607818	+	253.0	150.000	11.000000	11.0	2.0	5.52	8.09e-06	1.01
CM002240.1-90	CM002240.1	3915752	3915902	+	253.0	150.000	10.500000	11.0	1.7	6.54	1.66e-06	1.06
CM002240.1-370	CM002240.1	4094015	4094225	+	253.0	210.000	8.500000	11.0	1.7	6.66	1.39e-06	1.06
CM002240.1-68	CM002240.1	5670287	5670437	+	253.0	150.000	11.000000	11.0	2.0	5.39	1.00e-05	0.97
CM002240.1-398	CM002240.1	5712531	5712731	+	253.0	200.000	8.500000	11.0	1.5	7.43	4.85e-07	0.97
CM002240.1-412	CM002240.1	6108411	6108601	+	253.0	190.000	8.500000	11.0	1.4	8.02	2.31e-07	0.92
CM002241.1-48	CM002241.1	435432	435582	+	253.0	150.000	11.000000	11.0	2.5	4.36	6.70e-05	0.97
CM002241.1-35	CM002241.1	1337082	1337232	+	253.0	150.000	12.000000	11.0	2.4	4.64	3.82e-05	0.97
CM002241.1-261	CM002241.1	1817581	1817794	+	253.0	213.000	8.500000	11.0	1.4	7.59	3.95e-07	0.92
CM002241.1-228	CM002241.1	4013221	4013409	+	253.0	188.000	9.000000	11.0	1.6	6.85	1.05e-06	0.98
CM002241.1-113	CM002241.1	4018046	4018196	+	253.0	150.000	10.000000	11.0	2.1	5.23	1.32e-05	1.06
CM002242.1-66	CM002242.1	613754	613942	+	253.0	188.000	11.000000	11.0	1.6	7.06	7.95e-07	1.02
CM002242.1-125	CM002242.1	1143779	1143929	+	253.0	150.000	10.000000	11.0	1.8	5.98	3.81e-06	1.06
CM002242.1-91	CM002242.1	1145301	1145488	+	253.0	187.000	10.500000	11.0	1.3	8.72	1.02e-07	0.97
CM002242.1-128	CM002242.1	1326061	1326260	+	253.0	199.000	10.000000	11.0	1.8	6.25	2.54e-06	0.98
CM002242.1-74	CM002242.1	2143778	2143973	+	253.0	195.000	11.000000	11.0	1.9	5.74	5.60e-06	0.97
CM002242.1-187	CM002242.1	2495506	2495722	+	253.0	216.000	9.500000	11.0	2.1	5.35	1.07e-05	0.91
CM002242.1-78	CM002242.1	2506282	2506432	+	253.0	150.000	11.000000	11.0	2.2	4.97	2.08e-05	0.97
CM002242.1-502	CM002242.1	3701137	3701328	+	253.0	191.000	8.000000	11.0	1.0	11.21	7.65e-09	1.06
CM002242.1-81	CM002242.1	4240074	4240224	+	253.0	150.000	11.000000	11.0	1.9	5.79	5.19e-06	0.97
KI440765.1-210	KI440765.1	78429	78620	+	253.0	191.000	10.000000	11.0	2.2	5.12	1.61e-05	0.97
KI440766.1-5	KI440766.1	13816	13966	+	253.0	150.000	11.000000	11.0	1.9	5.83	4.81e-06	0.97
KI440766.1-28	KI440766.1	37092	37280	+	253.0	188.000	9.000000	11.0	2.0	5.56	7.53e-06	0.92
KI440766.1-14	KI440766.1	70341	70491	+	253.0	150.000	10.000000	11.0	1.4	7.84	2.87e-07	1.06
KI440767.1-31	KI440767.1	33063	33256	+	253.0	193.000	9.000000	11.0	2.1	5.27	1.23e-05	0.92
KI440767.1-33	KI440767.1	59692	59890	+	253.0	198.000	9.000000	11.0	2.1	5.35	1.07e-05	1.03
KI440769.1-12	KI440769.1	18042	18231	+	253.0	189.000	9.500000	11.0	2.6	4.23	8.73e-05	1.14
KI440771.1-3	KI440771.1	9645	9795	+	253.0	150.000	12.000000	11.0	1.9	5.74	5.60e-06	0.97
CM002236.1-153	CM002236.1	2327436	2327586	+	241.5	150.000	10.500000	10.5	2.0	5.27	4.54e-05	0.92
CM002236.1-154	CM002236.1	3062278	3062428	+	241.5	150.000	10.500000	10.5	2.1	4.99	7.02e-05	0.92
CM002236.1-118	CM002236.1	3869156	3869306	+	241.5	150.000	11.000000	10.5	1.5	6.95	4.37e-06	0.92
CM002236.1-591	CM002236.1	3909821	3909971	+	241.5	150.000	8.500000	10.5	2.1	4.96	7.45e-05	1.14
CM002236.1-83	CM002236.1	3910542	3910692	+	241.5	150.000	11.500000	10.5	1.2	8.53	7.22e-07	0.92
CM002236.1-164	CM002236.1	4036405	4036555	+	241.5	150.000	10.500000	10.5	1.7	6.13	1.28e-05	0.92
CM002236.1-170	CM002236.1	4166530	4166680	+	241.5	150.000	10.500000	10.5	2.2	4.85	8.89e-05	0.92
CM002236.1-176	CM002236.1	5745178	5745365	+	241.5	187.000	10.500000	10.5	2.0	5.18	5.16e-05	0.97
CM002236.1-237	CM002236.1	5923329	5923479	+	241.5	150.000	10.000000	10.5	1.5	7.17	3.33e-06	1.02
CM002236.1-923	CM002236.1	5942936	5943086	+	241.5	150.000	8.000000	10.5	2.2	4.78	9.97e-05	0.92
CM002236.1-185	CM002236.1	6453598	6453748	+	241.5	150.000	10.500000	10.5	1.8	5.81	2.01e-05	0.97
CM002236.1-190	CM002236.1	9329125	9329275	+	241.5	150.000	10.500000	10.5	2.0	5.18	5.16e-05	1.08
CM002236.1-195	CM002236.1	9781497	9781647	+	241.5	150.000	10.500000	10.5	1.3	8.12	1.12e-06	0.92
CM002237.1-153	CM002237.1	1117389	1117539	+	241.5	150.000	10.000000	10.5	1.6	6.42	8.64e-06	0.97
